车牌号id1,车牌号id2,车牌类型1,车牌类型2,号牌种类,识别时间,上传时间,监测点id,进出口类型,车道id,车身颜色,车辆类型,车标,信息卡编码,违法类型,速度,前端id,行驶方向,图片张数,图片id1,图片id2,图片id3,图片id4,图片id5,前牌是否完成,后牌是否完成,前后牌是否一致,置信度,补传标志,方波长度,分区号,视频URL,保留字段,备用字段1,备用字段2,备用字段3
粤B|049f08b5481c8b41bcc929bd2bd0c4b2,,0,0,,2017-05-01 15:24:42,2017-05-01 15:26:21,20507401,0,5,,,,,,16.00,,,2,20170501152442282050740151_7,20170501152442282050740152_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|98930fb2296374fe6e07a4e1ec35f0db,,0,0,,2017-05-01 15:26:12,2017-05-01 15:26:21,02010129,0,1,,,,,,41.00,,,2,20170501152612880201012911_7,20170501152613120201012912_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤A|3c79a7b54bcfd33adeb2a4252a93c4b0,,0,0,,2017-05-01 15:26:17,2017-05-01 15:26:21,02010038,0,1,,,,,,-1.00,,,2,20170501152617000201003811_7,20170501152617000201003812_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|bea83b21ff96be2b1b5558e97f470141,,0,0,,2017-05-01 15:26:18,2017-05-01 15:26:21,10100211,0,1,,,,,,43.00,,,2,20170501152618001010021111_7,20170501152618001010021112_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|5d9200f778da4e6b68aac858bcadf97a,,0,0,,2017-05-01 15:26:08,2017-05-01 15:26:21,20501802,0,1,,,,,,72.00,,,2,20170501152608002050180211_7,20170501152608002050180212_7,,,,1,0,1,92,0,0,1,,Uf,,,
赣C|1c46be3a66853caf7049249802474cce,,0,0,,2017-05-01 15:26:20,2017-05-01 15:26:21,02010040,0,1,,,,,,-1.00,,,2,20170501152620000201004011_7,20170501152620000201004012_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤L|79bd96aa5c9654f14bc6a1812ceb2bd8,,0,0,,2017-05-01 15:26:15,2017-05-01 15:26:21,20400802,0,2,,,,,,-1.00,,,2,20170501152615682040080221_7,20170501152615682040080222_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|d1541bbcc55575846a19dcc6273e10fc,,0,0,,2017-05-01 15:26:17,2017-05-01 15:26:21,02010021,0,2,,,,,,-1.00,,,2,20170501152617000201002121_7,20170501152617000201002122_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|6f87ea7d21c67130d88cc15b8a44a6c3,,0,0,,2017-05-01 15:26:14,2017-05-01 15:26:21,20504604,0,2,,,,,,39.00,,,2,20170501152614002050460421_7,20170501152614002050460422_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|ee78e1c234fce6c262b90ca8efa18e78,,0,0,,2017-05-01 15:26:18,2017-05-01 15:26:21,20301814,0,1,,,,,,95.00,,,2,20170501152618002030181411_7,20170501152618002030181412_7,,,,1,0,1,91,0,0,1,,Uf,,,
湘E|68989b5ddf9723dbd767043462d4e897,,0,0,,2017-05-01 15:26:19,2017-05-01 15:26:21,20602406,0,2,,,,,,48.02,,,2,20170501152619012060240621_7,20170501152619012060240622_7,,,,1,0,1,695,0,0,1,,Uf,,,
粤K|5b3cdaab9aab48c322f9a18bdaa88045,,2,0,,2017-05-01 15:26:17,2017-05-01 15:26:21,20501805,0,3,,,,,,0.00,,,2,20170501152617302050180531_7,20170501152617342050180532_7,,,,1,0,1,92,0,0,1,,Uf,,,
粤B|4cd523532037bc2821730cceec4befb7,,0,0,,2017-05-01 15:26:20,2017-05-01 15:26:22,02010042,0,2,,,,,,-1.00,,,2,20170501152620000201004221_7,20170501152620000201004222_7,,,,1,0,1,93,0,0,1,,Uf,,,
粤B|b9a3bfe3926beeed571fc388e2d93740,,0,0,,2017-05-01 15:26:14,2017-05-01 15:26:22,02010047,0,1,,,,,,-1.00,,,2,20170501152614000201004711_7,20170501152614000201004712_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|bc33d90b9d8b41d161d229aac401fb94,,0,0,,2017-05-01 15:26:17,2017-05-01 15:26:22,02010054,0,1,,,,,,-1.00,,,2,20170501152617000201005411_7,20170501152617000201005412_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤B|6fb67bf510d341a9541da2b394326471,,0,0,,2017-05-01 15:26:16,2017-05-01 15:26:22,02010052,0,1,,,,,,-1.00,,,2,20170501152616000201005211_7,20170501152616000201005212_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤A|dda18ae87e9d00136e861049964322f8,,0,0,,2017-05-01 14:44:39,2017-05-01 15:26:22,02010039,0,4,,,,,,67.00,,,2,20170501144439000201003941_7,20170501144439000201003942_7,,,,1,0,1,95,1,0,1,,Uf,,,
粤Z|83aeb5c575cb16d64c62ca12d18b2c4f,,1,0,,2017-05-01 15:26:18,2017-05-01 15:26:22,02010038,0,1,,,,,,-1.00,,,2,20170501152618000201003811_7,20170501152618000201003812_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤S|92e7f67b16fa74f66b6642a2e892f7ae,,0,0,,2017-05-01 15:26:15,2017-05-01 15:26:22,20504603,0,3,,,,,,120.00,,,2,20170501152615002050460331_7,20170501152615002050460332_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|71928611a81842f353bd1c77ed7540bd,,0,0,,2017-05-01 15:26:19,2017-05-01 15:26:23,20400802,0,3,,,,,,-1.00,,,2,20170501152619632040080231_7,20170501152619632040080232_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|41dc29f319a98afe4da939e4c0215db9,,0,0,,2017-05-01 14:17:08,2017-05-01 15:26:23,20400801,0,1,,,,,,-1.00,,,2,20170501141708002040080111_7,20170501141708002040080112_7,,,,1,0,1,95,1,0,1,,Uf,,,
粤C|7b7ede5a06ecd49fe98eca1deade2e7c,,0,0,,2017-05-01 15:26:19,2017-05-01 15:26:23,02010041,0,2,,,,,,101.00,,,2,20170501152619000201004121_7,20170501152619000201004122_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤S|fd641ff5c0505a37c3ea6acb599ce35c,,0,0,,2017-05-01 15:24:31,2017-05-01 15:26:23,20501808,0,3,,,,,,82.12,,,2,20170501152431672050180831_7,20170501152431672050180832_7,,,,1,0,1,662,0,0,1,,Uf,,,
粤D|0ed150b4b6b76809c2c45537b882b58f,,0,0,,2017-05-01 15:24:41,2017-05-01 15:26:23,20501808,0,3,,,,,,57.10,,,2,20170501152441162050180831_7,20170501152441162050180832_7,,,,1,0,1,654,0,0,1,,Uf,,,
粤B|32663bdd203d2522cf0edf146dc3169a,,0,0,,2017-05-01 15:25:01,2017-05-01 15:26:23,20501808,0,3,,,,,,53.80,,,2,20170501152501472050180831_7,20170501152501472050180832_7,,,,1,0,1,676,0,0,1,,Uf,,,
贵G|f11f55fa770edda3a74d2a1601a61387,,0,0,,2017-05-01 15:21:55,2017-05-01 15:26:23,20501809,0,3,,,,,,0.00,,,2,20170501152155122050180931_7,20170501152155122050180932_7,,,,1,0,1,680,1,0,1,,Uf,,,
粤B|2308bdee39c27d45460f78dcab33a2ed,,0,0,,2017-05-01 15:26:16,2017-05-01 15:26:23,02010047,0,1,,,,,,-1.00,,,2,20170501152616000201004711_7,20170501152616000201004712_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤B|266aa226a6b4faa2aff221c9fd5ce6ea,,0,0,,2017-05-01 15:26:17,2017-05-01 15:26:23,02010047,0,2,,,,,,-1.00,,,2,20170501152617000201004721_7,20170501152617000201004722_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤B|1525e7fad9d95778ce9eb05cd687b9bc,,0,0,,2017-05-01 15:26:18,2017-05-01 15:26:23,02010056,0,2,,,,,,-1.00,,,2,20170501152618000201005621_7,20170501152618000201005622_7,,,,1,0,1,93,0,0,1,,Uf,,,
粤S|08e7b6128323758aef6a4490b90bd15c,,0,0,,2017-05-01 15:26:19,2017-05-01 15:26:23,02010054,0,2,,,,,,-1.00,,,2,20170501152619000201005421_7,20170501152619000201005422_7,,,,1,0,1,97,0,0,1,,Uf,,,
车牌|e3d544c10d2dd724352e731b6dc33051,,13,0,,2017-05-01 15:26:15,2017-05-01 15:26:23,30606707,0,4,,,,,,-1.00,,,2,20170501152615183060670741_7,20170501152615183060670742_7,,,,0,0,0,0,0,0,1,,Uf,,,
粤L|ce2d8aa3168ea26b39d83ef5d4d83932,,0,0,,2017-05-01 15:22:06,2017-05-01 15:26:24,20602105,0,3,,,,,,-1.00,,,2,20170501152206282060210531_7,20170501152206282060210532_7,,,,1,0,0,82,0,0,1,,Uf,,,
粤S|e28258fae8cb87ff0b77be6711812c17,,0,0,,2017-05-01 15:26:23,2017-05-01 15:26:24,02010036,0,1,,,,,,-1.00,,,2,20170501152623000201003611_7,20170501152623000201003612_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤A|77e7fbe95221415c7c0365e528d753b8,,0,0,,2017-05-01 15:26:18,2017-05-01 15:26:24,20501804,0,1,,,,,,89.00,,,2,20170501152618002050180411_7,20170501152618002050180412_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤S|c865a45fc8cb9193ead4a89c6616c1b1,,0,0,,2017-05-01 15:26:18,2017-05-01 15:26:24,10300207,0,4,,,,,,69.00,,,2,20170501152618491030020741_7,20170501152618731030020742_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|8a82d25bc7127404c3b0527d3367eb3c,,0,0,,2017-05-01 15:26:21,2017-05-01 15:26:24,10100211,0,2,,,,,,39.00,,,2,20170501152621001010021121_7,20170501152621001010021122_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|aef4350f800d9cb09a1ccdc81dca83ea,,0,0,,2017-05-01 15:26:18,2017-05-01 15:26:24,20501802,0,2,,,,,,75.00,,,2,20170501152618002050180221_7,20170501152619002050180222_7,,,,1,0,1,87,0,0,1,,Uf,,,
粤B|42ee0c3b9e07f5b737e6f511a16d5e81,,0,0,,2017-05-01 15:26:23,2017-05-01 15:26:24,02010040,0,1,,,,,,-1.00,,,2,20170501152623000201004011_7,20170501152623000201004012_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|da9e4edadb72adaaf4f2e1654870b339,,2,0,,2017-05-01 15:22:22,2017-05-01 15:26:24,30602505,0,2,,,,,,-1.00,,,2,20170501152222783060250521_7,20170501152222783060250522_7,,,,1,0,0,91,1,0,1,,Uf,,,
粤B|01623a8e5558b8b9e57c990b6d891265,,0,0,,2017-05-01 15:26:11,2017-05-01 15:26:24,20501810,0,1,,,,,,126.00,,,2,20170501152611002050181011_7,20170501152611002050181012_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|69c8769aa80437836d5002d2dc41d3cf,,0,0,,2017-05-01 15:26:13,2017-05-01 15:26:24,10100404,0,4,,,,,,67.00,,,2,20170501152613071010040441_7,20170501152613151010040442_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|568b8f64774c35410af9459a6111e8c0,,0,0,,2017-05-01 15:26:13,2017-05-01 15:26:24,10100404,0,5,,,,,,67.00,,,2,20170501152613951010040451_7,20170501152614031010040452_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|feb9655f7fcc51cd197cd0180b65f721,,0,0,,2017-05-01 15:26:20,2017-05-01 15:26:24,10100205,0,4,,,,,,68.00,,,2,20170501152620551010020541_7,20170501152620631010020542_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|e2788f79e0e50a1904621531eb851cbe,,0,0,,2017-05-01 15:26:19,2017-05-01 15:26:24,10100206,0,5,,,,,,79.00,,,2,20170501152619101010020651_7,20170501152619261010020652_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤K|6f12c33d7f32032c940ad1896d729aab,,2,0,,2017-05-01 15:26:10,2017-05-01 15:26:24,20501810,0,5,,,,,,49.64,,,2,20170501152610982050181051_7,20170501152610982050181052_7,,,,1,0,1,674,0,0,1,,Uf,,,
粤B|ab0aea526772ab61fbaede05206e51fa,,0,0,,2017-05-01 15:26:20,2017-05-01 15:26:24,20504601,0,2,,,,,,47.00,,,2,20170501152620462050460121_7,20170501152620462050460122_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤A|a9a8f39eb9c8ad3b64fd0bf142d401ef,,0,0,,2017-05-01 15:26:41,2017-05-01 15:26:50,02010039,0,4,,,,,,97.00,,,2,20170501152641000201003941_7,20170501152641000201003942_7,,,,1,0,1,95,0,0,1,,Uf,,,
桂K|e0b24f03752dcc043aefcf340d6fe72d,,0,0,,2017-05-01 15:26:37,2017-05-01 15:26:50,20501804,0,1,,,,,,97.00,,,2,20170501152637002050180411_7,20170501152637002050180412_7,,,,1,0,1,93,0,0,1,,Uf,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:26:46,2017-05-01 15:26:51,02010038,0,2,,,,,,-1.00,,,2,20170501152646000201003821_7,20170501152646000201003822_7,,,,0,0,1,0,0,0,1,,Uf,,,
粤B|5647e28023c256d24ac899a99731d844,,0,0,,2017-05-01 15:26:45,2017-05-01 15:26:51,10100211,0,2,,,,,,31.00,,,2,20170501152645001010021121_7,20170501152645001010021122_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|76b32a398a6506d9cd90d55dcc6982f4,,0,0,,2017-05-01 15:26:46,2017-05-01 15:26:51,10100211,0,2,,,,,,34.00,,,2,20170501152646001010021121_7,20170501152646001010021122_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|0a046eb2d325cd2c443d051e610332d5,,0,0,,2017-05-01 15:26:37,2017-05-01 15:26:51,20504603,0,3,,,,,,100.00,,,2,20170501152637002050460331_7,20170501152637002050460332_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤S|791fcf5f2318ea5bcbacafa91c24a9c6,,0,0,,2017-05-01 15:26:43,2017-05-01 15:26:51,02010040,0,1,,,,,,-1.00,,,2,20170501152643000201004011_7,20170501152643000201004012_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤S|9124339d38637ac4198ebd3d24a8f46d,,0,0,,2017-05-01 15:26:44,2017-05-01 15:26:51,02010043,0,2,,,,,,-1.00,,,2,20170501152644000201004321_7,20170501152644000201004322_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|47035f7466143b6a2b314c53fd6d0c54,,0,0,,2017-05-01 15:26:43,2017-05-01 15:26:51,02010039,0,1,,,,,,123.00,,,2,20170501152643000201003911_7,20170501152643000201003912_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|b79a0db12f3f29fb0dc0252b3239c117,,0,0,,2017-05-01 15:26:40,2017-05-01 15:26:51,10100205,0,1,,,,,,69.00,,,2,20170501152640081010020511_7,20170501152640161010020512_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤A|7eeaaf74bc204306d96a847451fb9028,,0,0,,2017-05-01 15:26:48,2017-05-01 15:26:51,02010041,0,2,,,,,,87.00,,,2,20170501152648000201004121_7,20170501152648000201004122_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|29d5938d1f783f30f85fc1b64ec64b87,,0,0,,2017-05-01 15:26:50,2017-05-01 15:27:05,20101812,0,3,,,,,,0.00,,,2,20170501152650002010181231_7,20170501152650002010181232_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤A|544295dd5d0450619d15c863b56fd87e,,0,0,,2017-05-01 15:26:53,2017-05-01 15:27:05,20101812,0,2,,,,,,0.00,,,2,20170501152653002010181221_7,20170501152653002010181222_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|2bb29cfecd3ef2128ba9b5749e9108dd,,0,0,,2017-05-01 15:26:54,2017-05-01 15:27:05,20101812,0,2,,,,,,0.00,,,2,20170501152654002010181221_7,20170501152654002010181222_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤B|f3aa1233d93783b83d7a18ebfcf8b328,,2,0,,2017-05-01 15:21:21,2017-05-01 15:27:06,20204001,0,5,,,其它,,,0.00,,,2,20170501152121112020400151_0_0_0_0_7,20170501152121112020400152_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|50cb82b535d7de7a5b7dc28a1d875b67,,0,0,,2017-05-01 15:20:38,2017-05-01 15:27:06,20104401,0,1,,,其它,,,78.00,,,2,20170501152038012010440111_0_0_0_0_7,20170501152038012010440112_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
湘U|d878f2c985dcba05d6a29e1c5372b4f7,,0,0,,2017-05-01 15:20:53,2017-05-01 15:27:06,20602404,0,3,,,其它,,,82.00,,,2,20170501152053612060240431_0_0_0_0_7,20170501152053612060240432_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|38988cf30d397fe2b5789d1fda7695f0,,0,0,,2017-05-01 15:26:47,2017-05-01 15:27:07,02010047,0,1,,,,,,-1.00,,,2,20170501152647000201004711_7,20170501152647000201004712_7,,,,1,0,1,94,0,0,1,,Uf,,,
粤B|d718464ba14b2bf673818911450fe2f4,,0,0,,2017-05-01 15:23:26,2017-05-01 15:27:07,02010055,0,3,,,,,,-1.00,,,2,20170501152326000201005531_7,20170501152326000201005532_7,,,,1,0,1,90,0,0,1,,Uf,,,
粤B|3bedad5ca2d50b5e546d0d5c118c29e7,,0,0,,2017-05-01 15:23:24,2017-05-01 15:27:07,02010055,0,2,,,,,,-1.00,,,2,20170501152324000201005521_7,20170501152324000201005522_7,,,,1,0,1,93,1,0,1,,Uf,,,
粤F|f401c72c9056835b8cf41a3f005e7346,,2,0,,2017-05-01 15:26:58,2017-05-01 15:27:07,02010048,0,2,,,,,,-1.00,,,2,20170501152658000201004821_7,20170501152658000201004822_7,,,,1,0,1,68,0,0,1,,Uf,,,
粤B|140e89ea1f3238106ef46eb31360dc55,,0,0,,2017-05-01 15:27:03,2017-05-01 15:27:07,02010052,0,2,,,,,,-1.00,,,2,20170501152703000201005221_7,20170501152703000201005222_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|b7eab6d55bfaef849c8b9c05f74abd99,,0,0,,2017-05-01 14:29:02,2017-05-01 15:27:07,20602104,0,3,,,,,,-1.00,,,2,20170501142902572060210431_7,20170501142902572060210432_7,,,,1,0,0,82,0,0,1,,Uf,,,
粤B|0329cec15a11fbcdfba8b863e96818fe,,0,0,,2017-05-01 15:26:51,2017-05-01 15:27:07,30606707,0,3,,,,,,-1.00,,,2,20170501152651903060670731_7,20170501152651903060670732_7,,,,1,0,0,89,0,0,1,,Uf,,,
粤B|62c552a84fccc44d169cb11ee4284a9d,,0,0,,2017-05-01 15:26:43,2017-05-01 15:27:08,20501803,0,1,,,,,,0.00,,,2,20170501152643002050180311_7,20170501152643002050180312_7,,,,1,0,1,85,0,0,1,,Uf,,,
粤B|650ca380c694a71adb88099bfc1192d7,,0,0,,2017-05-01 15:27:01,2017-05-01 15:27:08,02010129,0,2,,,,,,65.00,,,2,20170501152701840201012921_7,20170501152702000201012922_7,,,,1,0,1,96,0,0,1,,Uf,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:17:47,2017-05-01 15:27:08,31007001,0,1,,,,,,-1.00,,,2,20170501151747003100700111_7,20170501151747003100700112_7,,,,0,0,1,0,1,0,1,,Uf,,,
粤S|a5e4cb2f8299317024370cad5127ddc8,,0,0,,2017-05-01 15:26:50,2017-05-01 15:27:08,20501804,0,1,,,,,,93.00,,,2,20170501152650002050180411_7,20170501152650002050180412_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤X|a29e09c88e0028d6ef04137fe6e1412f,,0,0,,2017-05-01 15:26:54,2017-05-01 15:27:08,02010038,0,2,,,,,,-1.00,,,2,20170501152654000201003821_7,20170501152654000201003822_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|df5facff3bfec71e2cd20ff395c8fe71,,0,0,,2017-05-01 15:26:54,2017-05-01 15:27:08,10100211,0,4,,,,,,47.00,,,2,20170501152654001010021141_7,20170501152654001010021142_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|f957d6b8c615dce1853e4b32f0ec1b00,,13,0,,2017-05-01 15:26:58,2017-05-01 15:27:08,10100211,0,1,,,,,,32.00,,,2,20170501152658001010021111_7,20170501152658001010021112_7,,,,0,0,1,87,0,0,1,,Uf,,,
粤B|604b86a22c8e72456279c9fdaa363b5e,,0,0,,2017-05-01 15:27:03,2017-05-01 15:27:08,10100211,0,4,,,,,,61.00,,,2,20170501152703001010021141_7,20170501152703001010021142_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|a2496bca50c34168c1a76d075b43dbe0,,0,0,,2017-05-01 15:26:43,2017-05-01 15:27:08,20504603,0,1,,,,,,106.00,,,2,20170501152643002050460311_7,20170501152643002050460312_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤T|f68f4c229c7d2117961c8be6287e8040,,0,0,,2017-05-01 15:26:56,2017-05-01 15:27:08,02010037,0,1,,,,,,-1.00,,,2,20170501152656000201003711_7,20170501152656000201003712_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|28d733a89c34276325fc19bf7217d361,,0,0,,2017-05-01 15:27:02,2017-05-01 15:27:08,02010037,0,2,,,,,,-1.00,,,2,20170501152702000201003721_7,20170501152702000201003722_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤S|c98b9d050eec74b5f57d0be5aea47a60,,0,0,,2017-05-01 15:26:49,2017-05-01 15:27:08,20501802,0,3,,,,,,70.00,,,2,20170501152649002050180231_7,20170501152649002050180232_7,,,,1,0,1,93,0,0,1,,Uf,,,
粤B|07b3cdb181b7b65b874d3ebfa8b7394c,,0,0,,2017-05-01 15:27:05,2017-05-01 15:27:09,02010040,0,2,,,,,,-1.00,,,2,20170501152705000201004021_7,20170501152705000201004022_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|ca27616f992af52026a45f1f0ecc6add,,0,0,,2017-05-01 15:26:53,2017-05-01 15:27:09,02010043,0,2,,,,,,-1.00,,,2,20170501152653000201004321_7,20170501152653000201004322_7,,,,1,0,1,95,0,0,1,,Uf,,,
粤B|77a7859a2b84f0a8a371f898e828ec5a,,0,0,,2017-05-01 15:26:54,2017-05-01 15:27:09,02010043,0,2,,,,,,-1.00,,,2,20170501152654000201004321_7,20170501152654000201004322_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|fa7409aa35ee0fcacd9405f333550275,,0,0,,2017-05-01 15:26:49,2017-05-01 15:27:09,20400801,0,3,,,,,,-1.00,,,2,20170501152649002040080131_7,20170501152649002040080132_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|30eba3ac7986bb149ce663c15c23117c,,0,0,,2017-05-01 15:26:50,2017-05-01 15:27:09,20400801,0,1,,,,,,-1.00,,,2,20170501152650002040080111_7,20170501152650002040080112_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤B|3f632e430ccfcd3df941e44c060f82f4,,0,0,,2017-05-01 15:26:53,2017-05-01 15:27:09,20501809,0,2,,,,,,25.41,,,2,20170501152653332050180921_7,20170501152653332050180922_7,,,,1,0,1,661,0,0,1,,Uf,,,
粤L|00f8864feaac4bbda652cd17a7255cc7,,0,0,,2017-05-01 15:27:00,2017-05-01 15:27:09,20501809,0,1,,,,,,41.74,,,2,20170501152700012050180911_7,20170501152700012050180912_7,,,,1,0,1,689,0,0,1,,Uf,,,
粤B|d41a78f59cd408eef56a22cf0a7cc6f6,,0,0,,2017-05-01 15:27:07,2017-05-01 15:27:09,02010021,0,3,,,,,,-1.00,,,2,20170501152707000201002131_7,20170501152707000201002132_7,,,,1,0,1,98,0,0,1,,Uf,,,
湘D|ad26b267bd94fd208a7b53639e355213,,0,0,,2017-05-01 15:27:00,2017-05-01 15:27:09,02010039,0,2,,,,,,129.00,,,2,20170501152700000201003921_7,20170501152700000201003922_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤B|b00fa807eecde87a826e84ed7e0f332c,,0,0,,2017-05-01 15:26:46,2017-05-01 15:27:09,20504604,0,2,,,,,,46.00,,,2,20170501152646002050460421_7,20170501152646002050460422_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤B|b8f6395ad3b2faf7feb4f83b347a10a8,,0,0,,2017-05-01 15:26:47,2017-05-01 15:27:09,10100205,0,2,,,,,,60.00,,,2,20170501152647841010020521_7,20170501152647921010020522_7,,,,1,0,1,96,0,0,1,,Uf,,,
粤S|355defe627b35c6eedd25e2e7b51cc7a,,0,0,,2017-05-01 15:27:07,2017-05-01 15:27:09,20501810,0,5,,,,,,69.94,,,2,20170501152707812050181051_7,20170501152707812050181052_7,,,,1,0,1,682,0,0,1,,Uf,,,
No|6bb6c6594f5cb1a5700698e9a7d72619,,13,0,,2017-05-01 15:07:47,2017-05-01 15:27:09,20602406,0,1,,,,,,40.50,,,2,20170501150747812060240611_7,20170501150747812060240612_7,,,,0,0,1,0,1,0,1,,Uf,,,
粤S|b2e937a2c6a06aa7dbd994d71c3dd042,,0,0,,2017-05-01 15:20:30,2017-05-01 15:27:09,20104404,0,3,,,其它,,,73.00,,,2,20170501152030082010440431_0_0_0_0_7,20170501152030082010440432_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤N|9172c169d59ff78069d93d979f3aa41f,,0,0,,2017-05-01 15:21:21,2017-05-01 15:27:09,02010131,0,2,,,其它,,,179.00,,,1,20170501152121810201013121_0_0_0_0_7,,,,,1,0,0,0,1,0,1,,,,,
粤B|b7687e3b02e898edfe29479aa0507f4a,,0,0,,2017-05-01 15:21:20,2017-05-01 15:27:09,20602403,0,3,,,其它,,,110.00,,,2,20170501152120962060240331_0_0_0_0_7,20170501152120962060240332_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|84bc2feb697f9d980d4a0b8215c82a41,,0,0,,2017-05-01 15:21:19,2017-05-01 15:27:09,02010131,0,2,,,其它,,,180.00,,,1,20170501152119960201013121_0_0_0_0_7,,,,,1,0,0,0,1,0,1,,,,,
粤V|19afc062d5a9dfca9296517e26d351bb,,0,0,,2017-05-01 15:21:16,2017-05-01 15:27:09,20807202,0,5,,,其它,,,6.00,,,2,20170501152116742080720251_0_0_0_0_7,20170501152116742080720252_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤B|b8a71cca3680c90290ad871b606fe7e3,,0,0,,2017-05-01 15:26:53,2017-05-01 15:27:09,20501805,0,2,,,,,,0.00,,,2,20170501152653302050180521_7,20170501152653342050180522_7,,,,1,0,1,98,0,0,1,,Uf,,,
粤M|9bf4a72901c231f1239df1bb53306d03,,0,0,,2017-05-01 15:21:16,2017-05-01 15:27:10,20204001,0,1,,,其它,,,0.00,,,2,20170501152116212020400111_0_0_0_0_7,20170501152116212020400112_0_0_0_0_7,,,,1,0,0,0,1,0,1,,,,,
粤E|de0179c70c8cb13b9a9326328e6db2ba,,0,0,,2017-05-01 15:26:51,2017-05-01 15:27:11,30606708,0,3,,,,,,-1.00,,,2,20170501152651383060670831_7,20170501152651383060670832_7,,,,1,0,0,82,0,0,1,,Uf,,,
粤B|ddd1ff7fde73da3ebf6594d1b1af7822,,0,0,,2017-05-01 15:26:43,2017-05-01 15:27:11,30606706,0,4,,,,,,-1.00,,,2,20170501152643803060670641_7,20170501152643803060670642_7,,,,1,0,0,100,0,0,1,,Uf,,,
粤S|49f5c40db9d8b585eea150ba562ce04d,,0,0,,2017-05-01 15:26:56,2017-05-01 15:27:11,02010036,0,1,,,,,,-1.00,,,2,20170501152656000201003611_7,20170501152656000201003612_7,,,,1,0,1,97,0,0,1,,Uf,,,
粤S|c9c80d171316462f6017c947628c71f8,,0,0,,2017-05-01 15:26:50,2017-05-01 15:27:11,20501803,0,1,,,,,,0.00,,,2,20170501152650002050180311_7,20170501152650002050180312_7,,,,1,0,1,92,0,0,1,,Uf,,,
